ACIDO BORICO/FENOLO/FUCSINA/RESORCINA;029792013;FUCSINA FENICA;soluz derm 30 ml 0,3%;SELLA Srl;2,60
ACIDO BORICO/FENOLO/FUCSINA/RESORCINA;031326010;FUCSINA FENICA;soluz derm 30 ml 0,3%;ZETA FARMACEUTICI SPA;2,85
ACIDO BORICO/FENOLO/FUCSINA/RESORCINA;030331019;FUCSINA FENICA;soluz derm 25 ml 0,3%;MARCO VITI FARMACEUTICI SpA;2,85
ACIDO CLODRONICO;035129028;CLODRONATO;12 fiale IM EV 100 mg/3,3 ml;ABC FARMACEUTICI SpA;23,00
ACIDO CLODRONICO;035044027;MOTICLOD;12 fiale IM EV 100 mg/3,3 ml;LISAPHARMA SpA;23,00
ACIDO CLODRONICO;035030030;ACIDO CLODRONICO;6 fiale IM EV 100 mg/3,3 ml;SANDOZ SpA;12,00
ACIDO CLODRONICO;035100015;ACIDO CLODRONICO;6 fiale IM EV 100 mg/3,3 ml;MYLAN SpA;12,00
ACIDO CLODRONICO;035129016;CLODRONATO;6 fiale IM EV 100 mg/3,3 ml;ABC FARMACEUTICI SpA;12,00
ACIDO CLODRONICO;035097017;DISODIO CLODRONATO;6 fiale IM EV 100 mg/3,3 ml;LABORATORI ALTER Srl;12,00
ACIDO CLODRONICO;035044015;MOTICLOD;6 fiale IM EV 100 mg/3,3 ml;LISAPHARMA SpA;12,00
ACIDO CLODRONICO;034965018;SOCLONAT;6 fiale IM EV 100 mg/3,3 ml;FEDERFARMA.CO SpA;12,00
ACIDO CLODRONICO;035109014;CLODEOSTEN;6 fiale IM EV 100 mg/3,3 ml;BONISCONTRO & GAZZONE Srl;12,24
ACIDO CLODRONICO;034906014;CLODRONATO;6 fiale IM EV 100 mg/3,3 ml;TEVA PHARMA ITALIA Srl;12,24
ACIDO CLODRONICO;035014012;ACIDO CLODRONICO;6 fiale IM EV 100 mg/3,3 ml;EG SpA;12,60
ACIDO CLODRONICO;034997015;OSTEOSTAB;12 fiale IM EV 100 mg/3,3 ml;ROTTAPHARM SpA;25,50
ACIDO CLODRONICO;034293011;OSTEONORM;6 fiale IM EV 100 mg/3,3 ml;VECCHI & PIAM Sapa;15,00
ACIDO CLODRONICO;034721011;CLODRON;6 fiale IM 100 mg/3,3 ml;FIDIA FARMACEUTICI SpA;15,75
ACIDO CLODRONICO;035002031;CLIMACLOD;6 fiale IM 100 mg 3,3 ml;MASTELLI Srl;15,81
ACIDO CLODRONICO;026372019;CLASTEON 100;6 fiale IM 100 mg/3,3 ml;ABIOGEN PHARMA SpA;16,05
ACIDO CLODRONICO;026510014;DIFOSFONAL;6 fiale IM 100 mg/3,3 ml;SPA (SOC.PRO.ANTIBIOTICI)SpA;16,52
ACIDO CLODRONICO;034292019;NIKLOD;6 fiale IM 100 mg/3,3 ml;I.B.N. SAVIO Srl;17,95
ACIDO CLODRONICO;034294013;CLODY;6 fiale IM 100 mg/3,3 ml;PROMEDICA Srl;20,05
ACIDO CLODRONICO SALE DISODICO/LIDOCAINA CLORIDRATO;034721074;CLODRON;6 fiale IM 100 mg + 33 mg con lidocaina;FIDIA FARMACEUTICI SpA;19,70
ACIDO CLODRONICO SALE DISODICO/LIDOCAINA CLORIDRATO;026372072;CLASTEON;6 fiale IM 100 mg + 33 mg con lidocaina_;ABIOGEN PHARMA SpA;19,75
ACIDO CLODRONICO SALE DISODICO/LIDOCAINA CLORIDRATO;026510077;DIFOSFONAL;6 fiale IM 100 mg + 33 mg con lidocaina;SPA (SOC.PRO.ANTIBIOTICI)SpA;19,80
ACIDO CROMOGLICICO;024861015;NALCROM;20 cps 100 mg;ITALCHIMICI SpA;7,32
ACIDO CROMOGLICICO;024859035;GASTROFRENAL;12 bust polv os 250 mg;MARVECSPHARMA SERVICES Srl;11,42
ACIDO CROMOGLICICO;024861039;NALCROM;12 bust grat 250 mg;ITALCHIMICI SpA;11,92
ACIDO CROMOGLICICO;024859047;GASTROFRENAL 500;6 bust grat 500 mg;MARVECSPHARMA SERVICES Srl;11,42
ACIDO CROMOGLICICO;024861041;NALCROM;6 bust grat 500 mg;ITALCHIMICI SpA;11,92
ACIDO CROMOGLICICO;022319065;LOMUDAL;coll 10 ml 4%;SANOFI-AVENTIS SpA;8,87
ACIDO CROMOGLICICO;026052011;SIFICROM;coll 10 ml 4%;SIFI SpA;10,40
ACIDO CROMOGLICICO;022319077;LOMUDAL;soluz nasale 30 ml 4% + nebulizzatore;SANOFI-AVENTIS SpA;15,41
ACIDO CROMOGLICICO;022319038;LOMUDAL;24 fiale 20 mg 2 ml aerosol;SANOFI-AVENTIS SpA;8,21
ACIDO CROMOGLICICO;034927018;BRUNICROM;coll 20 monod 0,3 ml 2%;BRUSCHETTINI Srl;9,80
ACIDO CROMOGLICICO;036592020;CROMABAK;coll 10 ml 20 mg/ml;LABORATOIRES THEA;10,71
ACIDO CROMOGLICICO/CLORFENAMINA;024851026;VISUGLICAN;25 monod coll 4% + 0,2%;VISUFARMA SpA;14,79
ACIDO CROMOGLICICO/CLORFENAMINA;024851014;VISUGLICAN;coll 10 ml 4% + 0,2%;VISUFARMA SpA;13,77
ACIDO EDETICO SALE DI CALCIO BISODICO;030787016;CALCIO EDETATO BISODICO;5 fiale 1 g 10 ml;MONICO SpA;8,67
ACIDO EDETICO SALE DI CALCIO BISODICO;030657011;CALCIO EDETATO BISODICO;5 fiale 1 g 10 ml;SALF SpA;8,67
ACIDO EDETICO SALE DISODICO;029718018;SODIO EDETATO;5 fiale 0,5 g 5 ml;MONICO SpA;10,05
ACIDO EDETICO SALE DISODICO;030664015;SODIO EDETATO;5 fiale 0,5 g 5 ml;SALF SpA;10,05
ACIDO EDETICO SALE DISODICO;029875034;SODIO EDETATO;5 fiale 0,5 g 5 ml;GALENICA SENESE Srl;11,65
ACIDO EDETICO SALE DISODICO;029718020;SODIO EDETATO;5 fiale 2 g 10 ml;MONICO SpA;11,73
ACIDO EDETICO SALE DISODICO;030664039;SODIO EDETATO;5 fiale 2 g 10 ml;SALF SpA;11,73
ACIDO EDETICO SALE DISODICO;029875046;SODIO EDETATO;5 fiale 2 g 10 ml;GALENICA SENESE Srl;13,90
ACIDO ETACRINICO;021033016;REOMAX;20 cpr 50 mg;MARVECSPHARMA SERVICES Srl;7,85
ACIDO ETACRINICO;021033028;REOMAX;1 fiala EV 50 mg + fiale solv 20 ml;MARVECSPHARMA SERVICES Srl;9,38
ACIDO FOLINICO/IDROXOCOBALAMINA;021289018;HEPAFACTOR;5 fiale IM EV + 5 fiale 3 ml;MAX FARMA Srl;18,00
ACIDO FUSIDICO;034266039;FUCIDIN;crema derm 30 g 2%;PRODOTTI FORMENTI Srl;11,50
ACIDO FUSIDICO;034266054;FUCIDIN;ung derm 30 g 2%;PRODOTTI FORMENTI Srl;11,50
ACIDO FUSIDICO;021266022;DERMOMYCIN;crema derm 20 g 2%;AVANTGARDE (Gruppo SIGMA-TAU);8,16
ACIDO FUSIDICO;034266027;FUCIDIN;crema derm 15 g 2%;PRODOTTI FORMENTI Srl;9,75
ACIDO FUSIDICO;034266041;FUCIDIN;ung derm 15 g 2%;PRODOTTI FORMENTI Srl;9,75
ACIDO FUSIDICO;026928010;FUCITHALMIC LEO;coll 5 g 1%;PRODOTTI FORMENTI Srl;7,00
ACIDO FUSIDICO;026928022;FUCITHALMIC MONODOSE;12 monod coll 1%;PRODOTTI FORMENTI Srl;10,00
ACIDO FUSIDICO/BETAMETASONE VALERATO;033402013;FUCICORT;crema derm 15 g 2% + 0,1%;PRODOTTI FORMENTI Srl;10,75
ACIDO FUSIDICO/IDROCORTISONE ACETATO;034560019;FUCIDIN H;crema derm 15 g 2% + 1%;PRODOTTI FORMENTI Srl;10,75
ACIDO IALURONICO;028881011;DROPYAL;20 monod coll 0,65 ml 0,015 g/100 ml;BRUSCHETTINI Srl;14,00
ACIDO IALURONICO;029544018;IALUREX IPOTONICO;30 monod coll 0,4 %;BAUSCH & LOMB-IOM SpA;10,07
ACIDO IALURONICO;028829012;ARTZ;1 fiala IA 2,5 ml 25 mg/2,5 ml;MDM SpA;35,64
ACIDO IALURONICO;028829024;ARTZ;1 siringa IA 2,5 ml 25 mg/2,5 ml;MDM SpA;38,00
ACIDO IALURONICO;026354023;HYALGAN;5 flaconi 2 ml 20 mg/2 ml;FIDIA FARMACEUTICI SpA;140,75
ACIDO IALURONICO;026354047;HYALGAN;5 siringhe 2 ml 20 mg/2 ml;FIDIA FARMACEUTICI SpA;170,00
ACIDO IALURONICO;027663018;HYALART;1 fiala 2 ml 20 mg/2 ml;SPA (SOC.PRO.ANTIBIOTICI)SpA;35,40
ACIDO IALURONICO;026354011;HYALGAN;1 fiala 2 ml 20 mg/2 ml;FIDIA FARMACEUTICI SpA;35,40
ACIDO IALURONICO;026354035;HYALGAN;1 siringa 2 ml 20 mg/2 ml;FIDIA FARMACEUTICI SpA;38,65
ACIDO IALURONICO;027663032;HYALART;1 siringa 2 ml 20 mg/2 ml;SPA (SOC.PRO.ANTIBIOTICI)SpA;38,66
ACIDO ISOVALERIANICO/SODIO GLICEROFOSFATO;004533030;NEUROL;10 fiale 2 ml 41 mg/2 ml + 184 mg/2 ml;SIT LABORATORIO FARMAC. Srl;9,59
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO;029846058;ELETTROLITICA REIDRATANTE I;1 flacone 1.000 ml;GALENICA SENESE Srl;3,11
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO;030712083;ELETTROLITICA REIDRATANTE I;1 flacone EV 1.000 ml;SALF SpA;3,59
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO;029846108;ELETTROLITICA REIDRATANTE I;1 sacca 1.000 ml;GALENICA SENESE Srl;4,11
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO;030918041;ELETTROLITICA REIDRATANTE I;1 flacone 500 ml;BIEFFE MEDITAL SpA;2,11
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO;030918078;ELETTROLITICA REIDRATANTE I;1 sacca 500 ml;BIEFFE MEDITAL SpA;2,21
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO;030712020;ELETTROLITICA REIDRATANTE I;1 flacone 500 ml;SALF SpA;2,58
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO;030861049;ELETTROLITICA REIDRATANTE I;1 flacone 500 ml;MONICO SpA;2,68
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO;030712133;ELETTROLITICA REIDRATANTE I;1 sacca EV 500 ml;SALF SpA;2,75
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO;029846096;ELETTROLITICA REIDRATANTE I;1 sacca 500 ml;GALENICA SENESE Srl;3,53
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO;029846033;ELETTROLITICA REIDRATANTE I;1 flacone 250 ml;GALENICA SENESE Srl;2,17
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO;030712018;ELETTROLITICA REIDRATANTE I;1 flacone 250 ml;SALF SpA;2,21
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO;029846084;ELETTROLITICA REIDRATANTE I;1 sacca 250 ml;GALENICA SENESE Srl;3,17
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO;029846021;ELETTROLITICA REIDRATANTE I;1 flacone 100 ml;GALENICA SENESE Srl;2,02
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO;030712071;ELETTROLITICA REIDRATANTE I;1 flacone EV 100 ml;SALF SpA;2,04
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO;029846072;ELETTROLITICA REIDRATANTE I;1 sacca 100 ml;GALENICA SENESE Srl;3,02
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO;029846019;ELETTROLITICA REIDRATANTE I;1 flacone 50 ml;GALENICA SENESE Srl;1,83
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO;029846060;ELETTROLITICA REIDRATANTE I;1 sacca 50 ml;GALENICA SENESE Srl;2,83
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO/CALCIO CLORURO;030939084;RINGER LATTATO;1 sacca 1.000 ml;BIEFFE MEDITAL SpA;2,85
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO/CALCIO CLORURO;030723086;RINGER LATTATO;1 sacca 5.000 ml;SALF SpA;15,61
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO/CALCIO CLORURO;030723035;RINGER LATTATO;1 flacone 500 ml;SALF SpA;1,68
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO/CALCIO CLORURO;030723112;RINGER LATTATO;1 flacone 500 ml;SALF SpA;1,68
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO/CALCIO CLORURO;030939045;RINGER LATTATO;1 flacone 500 ml;BIEFFE MEDITAL SpA;1,90
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO/CALCIO CLORURO;030723074;RINGER LATTATO;1 sacca 3.000 ml;SALF SpA;12,04
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO/CALCIO CLORURO;030723062;RINGER LATTATO;1 sacca 1.000 ml;SALF SpA;4,26
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO/CALCIO CLORURO;030871053;RINGER LATTATO;1 flacone 1.000 ml;MONICO SpA;4,42
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO/CALCIO CLORURO;030723100;RINGER LATTATO;1 flacone 1.000 ml;SALF SpA;4,42
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO/CALCIO CLORURO;030939072;RINGER LATTATO;1 sacca 500 ml;BIEFFE MEDITAL SpA;2,43
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO/CALCIO CLORURO;030871040;RINGER LATTATO;1 flacone 500 ml;MONICO SpA;2,63
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO/CALCIO CLORURO;031582012;RINGER LATTATO;1 flacone 500 ml;EUROSPITAL SpA;3,00
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO/CALCIO CLORURO;030723050;RINGER LATTATO;1 sacca 500 ml;SALF SpA;3,30
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO/CALCIO CLORURO;030871038;RINGER LATTATO;1 flacone 250 ml;MONICO SpA;2,21
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO/CALCIO CLORURO;030723023;RINGER LATTATO;1 flacone 250 ml;SALF SpA;2,21
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO/CALCIO CLORURO;030723098;RINGER LATTATO;1 sacca 250 ml;SALF SpA;2,61
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO/CALCIO CLORURO;030723011;RINGER LATTATO;1 flacone 100 ml;SALF SpA;2,02
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO/CALCIO CLORURO/GLUCOSIO (DESTROSIO) ANIDRO;031357080;RINGER LATTATO CON GLUCOSIO;1 sacca 2.000 ml;SALF SpA;7,55
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO/CALCIO CLORURO/GLUCOSIO (DESTROSIO) ANIDRO;031357078;RINGER LATTATO CON GLUCOSIO;1 sacca 1.000 ml;SALF SpA;4,57
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO/CALCIO CLORURO/GLUCOSIO (DESTROSIO) ANIDRO;031357066;RINGER LATTATO CON GLUCOSIO;1 flacone 1.000 ml;SALF SpA;4,82
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO/CALCIO CLORURO/GLUCOSIO (DESTROSIO) ANIDRO;031270046;RINGER LATTATO CON GLUCOSIO;1 flacone 500 ml;GALENICA SENESE Srl;2,63
ACIDO LATTICO/SODIO IDROSSIDO/SODIO CLORURO/POTASSIO CLORURO/CALCIO CLORURO/GLUCOSIO (DESTROSIO) ANIDRO;031357015;RINGER LATTATO CON GLUCOSIO;1 flacone 500 ml;SALF SpA;3,28
